,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80,U81,U82,U83,U84,U85,U86,U87,U88,U89,U90,U91,U92,U93,U94,U95,U96,U97,U98,U99
Sample185,341.727,22.714,6.842,7.132,1081.34,2239.333,295.47,941.059,142.831,3515.038,1544.833,2.293,1750.4,3.244,944.814,15.715,2550.973,132.731,40.994,57.999,4.504,10.659,591.441,363.04,272.636,52.707,5472.452,3622.244,398.711,302.719,465.536,69.775,13.749,675.921,131.176,30.98,158.788,2426.237,4467.673,47.753,232.992,47.403,326.213,36.322,61.94,2779.071,15.545,396.306,7.955,1927.276,898.899,21.422,1431.141,6.961,34.98,14.782,125.767,771.511,30.462,5.107,74.612,15.698,9.182,352.987,42.886,421.578,11.225,3867.232,74.506,9.285,287.511,3428.438,88.92,2506.719,167.146,105.605,422.905,5625.847,3991.61,120.462,944.284,116.516,134.078,1158.432,97.798,465.475,497.471,3709.434,9.468,661.236,2490.401,3580.079,4.791,1424.358,4409.403,4102.628,8.111,5114.643,2855.391,1378.391
Sample186,362.33,23.682,7.359,6.668,1021.024,2481.174,269.967,1020.821,139.255,3030.484,1160.579,2.331,2088.953,4.651,799.358,16.06,2054.191,128.696,45.03,60.958,4.158,12.725,692.724,424.297,227.759,67.841,5240.097,3224.692,330.38,326.291,534.666,60.493,13.086,717.091,152.921,37.179,149.8,2213.471,3887.713,55.905,226.339,47.907,343.247,37.231,66.915,2531.589,17.608,405.996,8.215,1558.777,686.566,19.377,1193.196,7.379,40.258,12.959,134.554,1002.447,28.645,4.151,68.822,17.339,7.417,354.553,42.01,416.37,15.81,4102.09,65.278,9.483,379.457,3782.064,81.157,2977.958,197.379,96.589,371.396,6140.113,3905.633,115.111,1056.975,111.031,144.42,1163.812,93.079,611.203,534.617,3571.317,10.143,731.27,1831.96,3679.563,4.52,1188.559,5538.248,3921.074,7.779,4555.177,2753.419,1561.723
Sample187,397.616,25.365,7.973,6.536,916.677,2431.165,249.842,790.583,161.204,3463.049,1559.96,3.191,1745.067,3.931,927.53,15.582,2199.112,113.634,45.621,57.857,5.534,9.502,676.566,379.719,231.316,63.764,4975.091,3578.538,331.293,377.032,416.261,60.778,13.481,732.952,139.359,30.609,142.711,2161.486,4046.542,42.467,263.309,44.472,307.538,41.283,76.005,2646.872,14.512,410.623,8.382,1687.368,815.909,20.724,1481.917,8.194,41.44,10.885,114.472,745.612,26.629,4.44,68.885,15.578,7.723,331.567,42.756,390.102,16.033,3325.555,69.494,9.327,305.669,3550.984,80.773,2503.295,207.623,117.504,356.602,6273.895,4155.763,140.346,963.815,112.285,133.741,1189.451,78.045,529.905,466.16,3561.759,10.902,706.362,2616.02,3524.243,4.897,1423.948,5259.336,3478.306,6.754,4313.814,2396.469,1285.661
Sample188,382.641,22.744,7.313,5.835,1052.515,2943.117,312.492,866.925,111.389,3406.033,1300.451,3.316,2024.32,4.365,814.732,14.64,2311.487,101.149,46.711,49.155,5.031,10.363,603.425,408.859,236.934,69.797,6107.589,3632.57,362.653,261.734,577.395,74.669,12.044,736.27,195.107,40.004,148.487,2269.052,3324.174,53.222,263.753,44.454,314.954,28.623,65.345,2529.841,14.176,383.673,7.271,1774.848,830.139,19.997,1697.998,7.26,44.143,15.016,137.987,724.703,26.276,3.794,59.956,19.059,7.454,304.654,42.951,407.4,15.407,3844.294,68.59,9.101,267.47,3688.357,81.403,2381.468,182.988,107.884,393.918,5517.257,3662.534,139.281,1030.74,124.088,110.445,959.651,92.313,612.513,559.799,3426.42,11.029,688.408,2130.381,3763.072,6.006,1232.232,5528.43,3664.85,8.026,4320.853,2795.607,1338.178
Sample189,382.648,19.989,6.851,6.58,1087.708,2666.291,308.924,925.508,141.907,3628.549,1478.542,2.833,1681.044,3.491,865.747,18.412,2150.1,102.54,37.027,50.556,5.324,7.323,585.41,370.095,274.853,55.568,5576.707,3327.411,392.737,354.521,505.32,77.947,16.891,698.179,142.469,25.822,139.769,2117.151,3215.602,56.203,230.542,43.173,365.368,40.149,66.639,2551.309,11.26,390.229,8.055,1672.222,626.889,17.777,1181.982,6.956,42.199,13.186,131.058,682.563,26.078,4.154,60.78,18.081,8.591,328.196,44.123,463.416,16.276,3587.195,72.265,10.203,337.536,3614.741,85.245,2582.699,180.963,124.199,337.837,6600.129,3918.93,125.074,1008.671,108.411,114.241,1111.272,92.183,641.695,599.702,3138.516,10.678,747.22,2165.611,4185.073,5.214,1059.447,5052.567,3448.173,9.749,4709.579,3233.253,1358.23
Sample190,374.259,27.467,6.83,6.017,820.308,2423.954,281.549,990.846,130.572,3488.424,1107.68,3.757,1989.973,3.545,821.295,15.5,2071.891,133.707,46.878,74.86,5.413,10.089,595.477,478.13,286.452,51.386,5239.331,2848.713,422.744,335.26,541.633,59.785,13.95,641.452,167.488,35.47,149.469,2305.912,3565.591,39.839,243.131,43.174,366.037,37.987,45.885,2622.819,14.176,383.663,7.382,1668.042,746.487,21.09,1423.704,7.449,40.846,14.334,134.697,870.612,27.433,3.289,58.173,17.814,7.725,277.662,44.041,434.976,12.14,3548.865,68.734,9.003,260.683,3253.2,88.885,2641.139,188.641,105.752,370.622,6162.04,3668.479,125.058,953.276,128.466,116.342,1298.214,87.568,549.77,557.927,4048.822,9.988,805.623,2077.64,3391.403,5.047,1149.446,5109.357,2953.824,8.632,4262.187,2687.664,1353.053
Sample191,312.704,25.499,7.891,6.156,1069.169,2876.914,261.522,1059.739,125.095,3466.832,1346.989,3.358,1920.094,4.31,797.181,14.429,2208.49,139.126,45.85,47.239,4.979,10.098,584.051,360.636,249.898,55.83,5662.128,3627.05,381.574,417.329,612.74,59.531,13.547,601.926,151.794,33.588,184.755,2470.202,3525.854,51.663,253.937,44.674,321.846,39.037,55.834,2817.455,15.861,374.324,8.06,1418.05,759.729,21.089,1428.717,8.456,36.981,12.832,116.228,963.536,28.308,4.749,72.969,17.431,8.712,319.848,43.612,439.249,17.472,3984.138,72.184,9.342,335.061,3818.576,76.585,2425.92,197.61,103.439,376.746,5510.736,4172.945,142.074,1052.717,106.224,136.281,1174.23,88.646,539.293,539.938,3592.255,9.958,773.897,2207.906,3458.527,5.356,1217.198,5238.561,3458.556,8.681,4379.375,2782.387,1425.522
Sample192,406.535,30.869,6.162,6.839,1114.53,2313.569,245.052,704.26,193.549,3109.858,1159.323,2.941,1807.788,3.968,801.323,16.309,2119.221,134.103,41.38,68.506,5.193,8.28,705.034,415.561,268.28,43.895,5952.768,2899.647,439.996,287.758,536.558,66.418,15.432,645.822,125.575,35.938,131.611,2423.014,3545.305,48.844,259.844,47.451,359.64,39.437,59.301,2748.839,14.722,355.905,6.607,1515.436,826.203,25.38,1437.754,6.928,36.148,13.984,137.502,1049.201,26.685,4.324,65.851,16.445,8.602,326.304,42.316,441.739,12.941,3555.143,77.495,9.258,282.053,3971.007,80.199,2406.063,166.848,101.345,387.687,5677.897,3813.891,125.886,1182.571,132.098,135.955,1199.271,96.615,555.057,591.633,3648.864,8.555,690.127,2194.455,3801.563,4.47,1131.874,4704.505,3476.26,9.362,4757.24,2854.301,1386.193
Sample193,329.675,28.925,6.163,6.634,910.775,2629.681,331.749,897.825,140.696,3430.209,1023.093,4.236,2003.364,3.98,802.036,12.702,2428.996,126.197,45.258,67.339,5.056,9.566,678.643,393.366,278.439,53.043,6156.443,3234.043,368.466,319.879,536.065,61.791,12.792,699.159,159.687,35.426,158.629,2103.893,3669.081,47.554,236.906,48.275,308.923,41.057,55.851,2364.905,16.467,407.666,7.756,1492.867,865.147,19.16,1553.85,6.811,35.988,14.095,141.116,917.59,28.294,2.794,64.001,16.073,9.831,322.341,45.347,485.524,14.103,4153.471,67.992,10.868,299.931,3433.339,80.73,2851.421,195.126,105.931,439.565,5929.359,4728.322,123.853,1066.849,117.13,139.469,1100.385,93.251,523.197,579.15,3598.049,8.867,898.246,2071.88,3760.573,4.852,1258.935,4980.055,3164.735,8.285,4991.3,2718.283,1611.879
Sample194,332.894,23.751,6.544,6.588,1136.984,2644.601,303.462,1028.45,121.899,3670.678,958.404,3.273,2366.586,3.905,710.371,13.156,2015.635,137.019,39.081,46.776,4.852,11.852,646.897,402.019,282.058,45.045,5598.355,3208.495,389.005,290.898,576.812,70.045,11.593,510.611,168.325,35.244,140.004,2026.583,3594.693,54.083,212.094,51.026,338.116,37.391,52.151,2997.17,17.829,428.561,7.133,1688.942,720.43,22.917,1120.926,8.014,36.765,14.145,133.736,858.499,24.117,3.894,65.171,17.051,8.351,335.809,46.055,435.278,15.772,3947.214,79.322,8.59,316.29,3527.874,76.643,2396.968,166.566,94.634,437.261,5525.646,3732.436,124.544,1118.844,99.291,151.749,997.656,111.262,691.726,588.945,3061.071,9.678,679.932,1978.016,3300.137,4.651,1168.843,5399.56,3818.012,5.776,4422.185,2543.794,1250.755
Sample195,400.222,25.376,7.002,6.516,1030.609,2403.61,288.935,938.163,129.301,3277.248,1485.657,3.142,1890.7,3.228,814.43,13.261,2204.439,132.958,38.123,45.169,5.106,9.535,606.385,340.513,320.217,54.596,5175.544,3494.344,397.511,314.33,561.399,66.268,14.81,646.434,139.841,40.571,142.978,2111.757,3892.561,52.007,223.165,45.726,314.725,40.553,61.879,2708.156,11.41,447.187,7.504,1782.953,646.342,22.759,1298.294,8.238,35.749,13.499,132.184,894.25,28.611,4.831,65.512,17.058,7.564,344.388,40.192,346.366,16.396,3474.204,69.965,10.56,306.261,3417.019,68.08,2366.173,169.892,118.533,414.146,5784.992,4211.876,124.642,966.452,118.492,107.537,1152.66,91.831,602.103,603.342,4070.453,10.451,784.109,2203.38,3661.63,5.807,1300.506,4315.025,3776.723,7.366,4918.193,2906.27,1261.987
Sample196,373.51,24.566,6.434,6.141,941.427,1946.181,290.332,844.874,131.442,3607.171,1215.429,3.206,2030.39,3.735,826.92,14.98,2225.002,135.941,38.726,62.808,5.468,10.465,621.313,394.725,232.458,46.864,5637.331,3453.681,402.436,346.025,528.284,69.505,13.842,652.106,153.268,38.152,162.935,2562.769,3967.88,59.022,270.257,47.162,325.698,38.819,75.411,2997.343,16.268,442.352,7.633,1867.513,772.478,17.68,1599.151,6.944,42.515,13.926,126.592,829.64,27.07,4.101,60.455,17.759,9.316,318.138,43.98,485.468,14.778,3208.138,70.987,8.426,300.546,3617.389,86.449,2889.128,180.662,98.934,348.897,5995.783,4274.714,112.046,1084.095,87.901,139.03,1138.806,96.162,697.445,668.091,3699.683,8.89,882.401,2314.802,3364.833,5.02,1397.257,5444.775,3822.122,7.378,3982.891,2789.1,1346.99
Sample197,403.325,21.433,8.356,6.407,1001.445,2900.725,264.207,957.607,142.716,3275.846,1229.776,2.239,1984.944,4.344,784.98,16.821,2159.593,166.177,50.426,50.647,4.734,9.067,600.833,459.648,236.687,44.088,5298.833,3552.977,436.406,285.384,556.539,73.185,14.471,698.674,142.885,38.328,159.878,2049.329,3035.268,51.32,242.955,49.084,313.21,33.348,64.422,2755.608,15.367,415.729,6.095,1761.855,726.47,17.946,1629.766,7.705,36.978,15.063,124.594,1032.686,25.721,4.51,70.786,19.997,8.455,316.892,38.306,389.038,13.393,3664.809,66.789,9.27,295.182,3816.705,86.61,2538.766,168.8,95.109,376.595,5387.459,4038.499,133.442,1054.39,134.791,149.721,1104.502,80.875,525.942,582.817,3724.299,11.42,829.979,2162.858,4021.414,5.197,1358.9,4978.557,3706.332,9.393,4758.15,2934.575,1243.676
Sample198,288.821,24.782,6.547,7.046,1118.529,2771.681,308.741,1005.462,127.607,3195.035,1304.268,3.203,1562.616,3.651,846.186,17.475,2365.697,125.172,43.253,75.673,4.669,11.019,700.03,407.026,324.067,50.067,4731.628,2994.063,372.253,352.087,602.87,69.719,14.253,629.492,155.61,38.93,172.221,1985.378,3582.017,47.488,249.317,41.998,360.51,33.566,69.161,2731.261,15.617,402.595,7.571,1538.45,699.389,17.306,1489.42,7.698,36.844,14.838,120.45,732.07,27.044,4.764,68.72,20.569,8.492,354.528,44.248,387.965,14.33,3907.418,60.961,11.132,300.058,3314.495,70.464,2133.677,177.094,95.562,339.193,5701.348,4539.836,98.223,923.114,129.293,144.328,1095.551,92.833,584.207,614.951,3841.569,11.002,709.222,1907.133,3970.271,5.394,1429.37,5270.171,3046.776,9.066,4728.249,2912.257,1407.741
Sample199,390.626,20.24,7.779,6.918,974.081,2756.541,287.343,876.146,128.929,3708.754,1473.351,3.346,1830.41,3.64,809.529,16.051,2102.944,112.885,42.405,57.112,5.373,11.502,514.347,406.009,273.231,55.887,5175.548,2682.505,414.821,299.679,572.285,66.152,14.567,613.853,130.25,45.261,134.552,2772.474,4120.405,54.247,258.861,38.974,334.095,33.074,60.255,2856.947,14.85,366.531,8.264,1775.502,869.674,21.103,1692.032,6.215,38.581,13.729,139.141,979.379,29.6,4.182,68.695,16.238,7.63,337.844,36.553,386.98,15.381,3857.451,74.125,8.867,303.114,3883.484,89.682,2584.715,157.713,111.266,332.573,5599.439,3797.316,136.78,1118.345,135.614,139.644,1332.222,93.048,646.722,593.083,3641.491,11.284,648.777,2287.555,4043.854,4.729,1274.118,4930.079,3293.751,7.822,4577.857,2832.185,1393.191
